  PID  PPID USER         STIME NAME                       
   44     2 root         21:15:20 [kworker/5:0-events]
   45     2 root         21:15:20 [kworker/5:0H-events_highpri]
   46     2 root         21:15:20 [rcuop/5]
   47     2 root         21:15:20 [cpuhp/6]
   48     2 root         21:15:20 [migration/6]
   49     2 root         21:15:20 [ksoftirqd/6]
   50     2 root         21:15:20 [kworker/6:0-mm_percpu_wq]
   51     2 root         21:15:20 [kworker/6:0H-kblockd]
   52     2 root         21:15:20 [rcuop/6]
   53     2 root         21:15:20 [cpuhp/7]
   54     2 root         21:15:20 [migration/7]
   55     2 root         21:15:20 [ksoftirqd/7]
   56     2 root         21:15:20 [kworker/7:0-events]
   57     2 root         21:15:20 [kworker/7:0H-events_highpri]
   58     2 root         21:15:20 [rcuop/7]
   59     2 root         21:15:20 [netns]
   60     2 root         21:15:20 [rcu_tasks_kthre]
   61     2 root         21:15:20 [rcu_tasks_trace]
   62     2 root         21:15:20 [kworker/4:1-events]
   63     2 root         21:15:20 [kworker/6:1-events]
   64     2 root         21:15:20 [kworker/5:1-events]
   65     2 root         21:15:20 [kworker/1:1-events]
   66     2 root         21:15:20 [kauditd]
   67     2 root         21:15:20 [qrtr_ns]
   68     2 root         21:15:20 [kworker/u16:1-kverityd]
   69     2 root         21:15:20 [kworker/u17:0-pil_workqueue]
   70     2 root         21:15:20 [kworker/7:1-mm_percpu_wq]
   71     2 root         21:15:20 [kworker/2:1-events]
   72     2 root         21:15:20 [qmp_aop]
   73     2 root         21:15:20 [hh-watchdog]
   74     2 root         21:15:20 [oom_reaper]
   75     2 root         21:15:20 [writeback]
   76     2 root         21:15:20 [kcompactd0]
   93     2 root         21:15:20 [cryptd]
  125     2 root         21:15:20 [kblockd]
  126     2 root         21:15:20 [blk_crypto_wq]
  127     2 root         21:15:20 [blkcg_punt_bio]
  128     2 root         21:15:20 [irq/41-arm-smmu]
  129     2 root         21:15:20 [irq/42-arm-smmu]
  130     2 root         21:15:20 [governor_msm_ad]
  131     2 root         21:15:20 [irq/26-tsens-up]
  132     2 root         21:15:20 [irq/27-tsens-cr]
  133     2 root         21:15:20 [irq/29-tsens-up]
  134     2 root         21:15:20 [irq/30-tsens-cr]
  135     2 root         21:15:20 [irq/15-dcvsh-ir]
  136     2 root         21:15:20 [irq/16-dcvsh-ir]
  137     2 root         21:15:20 [irq/17-dcvsh-ir]
  138     2 root         21:15:20 [core_ctl/0]
  139     2 root         21:15:20 [kworker/7:2-events]
  140     2 root         21:15:20 [core_ctl/4]
  141     2 root         21:15:20 [kworker/7:3-events]
  142     2 root         21:15:20 [core_ctl/7]
  143     2 root         21:15:20 [kworker/7:4-mm_percpu_wq]
  144     2 root         21:15:20 [ion_system_heap]
  145     2 root         21:15:20 [devfreq_wq]
  146     2 root         21:15:20 [ipa_usb_wq]
  147     2 root         21:15:20 [mpcie_wq]
  148     2 root         21:15:20 [watchdogd]
  149     2 root         21:15:20 [ion-pool-uncach]
  150     2 root         21:15:20 [ion-pool-cached]
  151     2 root         21:15:20 [system]
  152     2 root         21:15:20 [cfg80211]
  153     2 root         21:15:20 [kworker/3:1-events]
  183     2 root         21:15:21 [kswapd0:0]
  184     2 root         21:15:21 [erofs_worker/0]
  185     2 root         21:15:21 [erofs_worker/1]
  186     2 root         21:15:21 [erofs_worker/2]
  187     2 root         21:15:21 [erofs_worker/3]
  188     2 root         21:15:21 [erofs_worker/4]
  189     2 root         21:15:21 [erofs_worker/5]
  190     2 root         21:15:21 [erofs_worker/6]
  191     2 root         21:15:21 [erofs_worker/7]
  193     2 root         21:15:21 [irq/299-smp2p]
  194     2 root         21:15:21 [irq/300-smp2p]
  195     2 root         21:15:21 [irq/301-smp2p]
  196     2 root         21:15:21 [irq/302-smp2p]
  198     2 root         21:15:21 [pmic_glink_rx]
  199     2 root         21:15:21 [pmic_glink_rx]
  200     2 root         21:15:21 [kworker/u17:1-pil_workqueue]
  201     2 root         21:15:21 [cdsprm-wq]
  202     2 root         21:15:21 [cdsprm-wq-delay]
  203     2 root         21:15:21 [hyp_core_ctl]
  205     2 root         21:15:21 [kgsl-workqueue]
  206     2 root         21:15:21 [kgsl-mementry]
  207     2 root         21:15:21 [kgsl_worker_thr]
  208     2 root         21:15:21 [qseecom-unreg-l]
  209     2 root         21:15:21 [qseecom-unload-]
  210     2 root         21:15:21 [uas]
  211     2 root         21:15:21 [k_ipa_usb]
  212     2 root         21:15:21 [irq/283-qcom,te]
  213     2 root         21:15:21 [kworker/0:1H-kblockd]
  214     2 root         21:15:21 [kworker/1:1H-kblockd]
  215     2 root         21:15:21 [kworker/2:1H-kblockd]
  216     2 root         21:15:21 [kworker/3:1H-kblockd]
  217     2 root         21:15:21 [kworker/4:1H-kblockd]
  218     2 root         21:15:21 [kworker/5:1H-kblockd]
  219     2 root         21:15:21 [kworker/6:1H-kblockd]
  220     2 root         21:15:21 [kworker/7:1H-fsverity_read_queue]
  221     2 root         21:15:21 [irq/284-bcl-lvl]
  222     2 root         21:15:21 [irq/285-bcl-lvl]
  223     2 root         21:15:21 [irq/286-bcl-lvl]
  224     2 root         21:15:21 [irq/291-bcl-lvl]
  225     2 root         21:15:21 [irq/292-bcl-lvl]
  226     2 root         21:15:21 [irq/293-bcl-lvl]
  227     2 root         21:15:21 [irq/243-637000.]
  228     2 root         21:15:21 [irq/244-635000.]
  229     2 root         21:15:21 [dm_bufio_cache]
  230     2 root         21:15:21 [qcrypto_seq_res]
  231     2 root         21:15:21 [hh_rm_recv_task]
  232     2 root         21:15:21 [memlat_wq]
  233     2 root         21:15:21 [irq/305-soc:ext]
  234     2 root         21:15:21 [ipv6_addrconf]
  235     2 root         21:15:21 [krfcommd]
  236     2 root         21:15:21 [soc:qcom,svm_ne]
  237     2 root         21:15:21 [rq_stats]
  238     2 root         21:15:21 [msm_perf:events]
  239     2 root         21:15:21 [khvcd]
  240     2 root         21:15:21 [kworker/u16:2-kverityd]
  241     2 root         21:15:21 [ipa_power_mgmt]
  242     2 root         21:15:21 [transport_power]
  243     2 root         21:15:21 [ipa_pm_activate]
  244     2 root         21:15:21 [rmnet_ctlwq]
  245     2 root         21:15:21 [hwrng]
  246     2 root         21:15:21 [irq/53-arm-smmu]
  247     2 root         21:15:21 [irq/54-arm-smmu]
  248     2 root         21:15:21 [irq/60-arm-smmu]
  249     2 root         21:15:21 [usb_bam_wq]
  250     2 root         21:15:21 [irq/152-pwr_eve]
  251     2 root         21:15:21 [irq/151-dp_hs_p]
  252     2 root         21:15:21 [irq/154-dm_hs_p]
  253     2 root         21:15:21 [irq/153-ss_phy_]
  254     2 root         21:15:21 [msm_vidc_worker]
  255     2 root         21:15:21 [pm_workerq_venu]
  256     2 root         21:15:21 [vidc_core_workq]
  257     2 root         21:15:21 [irq/62-arm-smmu]
  258     2 root         21:15:21 [irq/63-arm-smmu]
  259     2 root         21:15:21 [irq/64-arm-smmu]
  260     2 root         21:15:21 [irq/65-arm-smmu]
  261     2 root         21:15:21 [irq/43-arm-smmu]
  262     2 root         21:15:21 [kgsl-events]
  263     2 root         21:15:21 [irq/44-arm-smmu]
  264     2 root         21:15:21 [irq/45-arm-smmu]
  265     2 root         21:15:21 [irq/46-arm-smmu]
  266     2 root         21:15:21 [kgsl_devfreq_wq]
  267     2 root         21:15:21 [msm_cvp_workerq]
  268     2 root         21:15:21 [pm_workerq_iris]
  269     2 root         21:15:21 [irq/66-arm-smmu]
  270     2 root         21:15:21 [irq/67-arm-smmu]
  271     2 root         21:15:21 [irq/68-arm-smmu]
  272     2 root         21:15:21 [cvp-dsp-thread]
  273     2 root         21:15:21 [irq/69-arm-smmu]
  274     2 root         21:15:21 [irq/70-arm-smmu]
  275     2 root         21:15:21 [irq/71-arm-smmu]
  276     2 root         21:15:21 [mem_buf_rcvr]
  277     2 root         21:15:21 [irq/72-arm-smmu]
  278     2 root         21:15:21 [irq/73-arm-smmu]
  279     2 root         21:15:21 [irq/74-arm-smmu]
  280     2 root         21:15:21 [irq/75-arm-smmu]
  281     2 root         21:15:21 [irq/76-arm-smmu]
  282     2 root         21:15:21 [irq/77-arm-smmu]
  283     2 root         21:15:21 [irq/78-arm-smmu]
  284     2 root         21:15:21 [irq/79-arm-smmu]
  285     2 root         21:15:21 [irq/80-arm-smmu]
  286     2 root         21:15:21 [irq/81-arm-smmu]
  287     2 root         21:15:21 [irq/82-arm-smmu]
  288     2 root         21:15:21 [irq/83-arm-smmu]
  289     2 root         21:15:21 [irq/84-arm-smmu]
  290     2 root         21:15:21 [irq/85-arm-smmu]
  291     2 root         21:15:21 [irq/86-arm-smmu]
  292     2 root         21:15:21 [irq/87-arm-smmu]
  293     2 root         21:15:21 [irq/88-arm-smmu]
  294     2 root         21:15:21 [irq/89-arm-smmu]
  295     2 root         21:15:21 [irq/90-arm-smmu]
  296     2 root         21:15:21 [irq/282-qcom,te]
  297     2 root         21:15:21 [irq/290-qcom,te]
  298     2 root         21:15:21 [irq/297-qcom,te]
  299     2 root         21:15:21 [irq/280-thresho]
  300     2 root         21:15:21 [irq/91-arm-smmu]
  301     2 root         21:15:21 [irq/92-arm-smmu]
  302     2 root         21:15:21 [irq/93-arm-smmu]
  303     2 root         21:15:21 [irq/61-arm-smmu]
  324     2 root         21:15:21 [uaudio_svc]
  325     2 root         21:15:21 [irq/94-arm-smmu]
  326     2 root         21:15:21 [irq/95-arm-smmu]
  327     2 root         21:15:21 [irq/96-arm-smmu]
  328     2 root         21:15:21 [irq/97-arm-smmu]
  329     2 root         21:15:21 [irq/55-arm-smmu]
  330     2 root         21:15:21 [scsi_eh_0]
  331     2 root         21:15:21 [scsi_tmf_0]
  332     2 root         21:15:21 [qc_ufs_qos_swq]
  333     2 root         21:15:21 [ufs_eh_wq_0]
  334     2 root         21:15:21 [ufs_clk_gating_]
  335     2 root         21:15:21 [ufs_clkscaling_]
  336     2 root         21:15:21 [irq/202-int_glo]
  337     2 root         21:15:21 [spi0]
  338     2 root         21:15:21 [kworker/u16:3-kverityd]
  339     2 root         21:15:21 [irq/327-aw8697]
  340     2 root         21:15:21 [aw8976_vibrator]
  341     2 root         21:15:21 [kworker/u16:4-adb]
  342     2 root         21:15:21 [kworker/u16:5-kverityd]
  343     2 root         21:15:21 [kworker/u16:6-kverityd]
  344     2 root         21:15:21 [kworker/u16:7-kverityd]
  345     2 root         21:15:21 [kworker/u16:8-pmic_glink_rx]
  346     2 root         21:15:21 [spi1]
  347     2 root         21:15:21 [spi2]
  348     2 root         21:15:21 [irq/98-arm-smmu]
  349     2 root         21:15:21 [irq/99-arm-smmu]
  350     2 root         21:15:21 [irq/100-arm-smm]
  351     2 root         21:15:21 [irq/101-arm-smm]
  357     2 root         21:15:21 [kworker/5:2-events]
  361     2 root         21:15:21 [jbd2/sda17-8]
  362     2 root         21:15:21 [ext4-rsv-conver]
  363     2 root         21:15:21 [kdmflush]
  364     2 root         21:15:21 [kdmflush]
  365     2 root         21:15:21 [kdmflush]
  366     2 root         21:15:21 [kdmflush]
  367     2 root         21:15:21 [kdmflush]
  368     2 root         21:15:21 [ext4-rsv-conver]
  369     2 root         21:15:21 [ext4-rsv-conver]
  370     2 root         21:15:21 [ext4-rsv-conver]
  371     2 root         21:15:21 [ext4-rsv-conver]
  372     2 root         21:15:21 [ext4-rsv-conver]
  376     1 root         21:15:22 init
  377     1 root         21:15:22 ueventd
  425     2 root         21:15:22 [kworker/u17:2-pil_workqueue]
  426     2 root         21:15:22 [kworker/u17:3-pil_workqueue]
  427     2 root         21:15:23 [kdmflush]
  428     2 root         21:15:23 [kdmflush]
  429     2 root         21:15:23 [kdmflush]
  430     2 root         21:15:23 [kdmflush]
  431     2 root         21:15:23 [kdmflush]
  432     2 root         21:15:23 [kdmflush]
  433     2 root         21:15:23 [kdmflush]
  434     2 root         21:15:23 [kdmflush]
  435     2 root         21:15:23 [kdmflush]
  438     2 root         21:15:23 [kdmflush]
  439     2 root         21:15:23 [kdmflush]
  440     2 root         21:15:23 [kdmflush]
  441     2 root         21:15:23 [kdmflush]
  442     2 root         21:15:23 [kdmflush]
  444     2 root         21:15:23 [kdmflush]
  447     2 root         21:15:23 [kdmflush]
  448     2 root         21:15:23 [kdmflush]
  451     2 root         21:15:23 [kdmflush]
  452     2 root         21:15:23 [kdmflush]
  453     2 root         21:15:23 [kdmflush]
  454     2 root         21:15:23 [kdmflush]
  455     2 root         21:15:23 [kdmflush]
  457     2 root         21:15:23 [kdmflush]
  459     2 root         21:15:23 [kdmflush]
  460     2 root         21:15:23 [kdmflush]
  462     2 root         21:15:23 [kdmflush]
  467     2 root         21:15:23 [loop0]
  468     2 root         21:15:23 [loop1]
  469     2 root         21:15:23 [loop2]
  470     2 root         21:15:23 [loop3]
  471     2 root         21:15:23 [ext4-rsv-conver]
  472     2 root         21:15:23 [ext4-rsv-conver]
  473     2 root         21:15:23 [ext4-rsv-conver]
  474     2 root         21:15:23 [ext4-rsv-conver]
  481     2 root         21:15:23 [kworker/0:2-mm_percpu_wq]
  543     2 root         21:15:23 [kworker/1:2-rcu_gp]
  582     2 root         21:15:23 [kworker/1:3-mm_percpu_wq]
  583     2 root         21:15:23 [irq/102-arm-smm]
  584     2 root         21:15:23 [sb-1]
  585     2 root         21:15:23 [irq/334-cs35l41]
  586     2 root         21:15:23 [ngd_rx_thread1]
  587     2 root         21:15:23 [ngd_notify_sl1]
  588     2 root         21:15:23 [apr_driver]
  589     2 root         21:15:23 [kworker/u17:4-pil_workqueue]
  590     2 root         21:15:23 [dsi_dma_cmd_wor]
  591     2 root         21:15:23 [irq/59-arm-smmu]
  592     2 root         21:15:23 [irq/103-arm-smm]
  593     2 root         21:15:23 [dsi_dma_cmd_wor]
  594     2 root         21:15:23 [drm_dp]
  595     2 root         21:15:23 [dsi_dma_cmd_wor]
  596     2 root         21:15:23 [kworker/4:2-events]
  597     2 root         21:15:23 [disp_feature:0]
  598     2 root         21:15:23 [disp_fod:0]
  599     2 root         21:15:23 [fmradio]
  600     2 root         21:15:23 [fmradioscan]
  601     2 root         21:15:23 [fmradiords]
  602     2 root         21:15:23 [irq/335-esd_err]
  603     2 root         21:15:23 [sdm_dp_audio_no]
  604     2 root         21:15:23 [hdcp_1x_1]
  605     2 root         21:15:23 [hdcp_2x]
  606     2 root         21:15:23 [dp_hdcp2p2]
  607     2 root         21:15:23 [crtc_commit:141]
  608     2 root         21:15:23 [crtc_event:141]
  609     2 root         21:15:23 [crtc_commit:202]
  610     2 root         21:15:23 [crtc_event:202]
  611     2 root         21:15:23 [crtc_commit:211]
  612     2 root         21:15:23 [crtc_event:211]
  613     2 root         21:15:23 [crtc_commit:220]
  614     2 root         21:15:23 [crtc_event:220]
  615     2 root         21:15:23 [crtc_commit:229]
  616     2 root         21:15:23 [crtc_event:229]
  617     2 root         21:15:23 [pp_event]
  618     2 root         21:15:23 [irq/342-cs35l41]
  619     2 root         21:15:23 [irq/104-arm-smm]
  620     2 root         21:15:23 [irq/105-arm-smm]
  621     2 root         21:15:23 [mhi_w]
  622     2 root         21:15:24 [kworker/3:2-events]
  623     2 root         21:15:24 [irq/289-flash_a]
  624     2 root         21:15:24 [irq/288-flash_a]
  625     2 root         21:15:24 [irq/287-flash_f]
  626     2 root         21:15:24 [irq/106-arm-smm]
  627     2 root         21:15:24 [irq/107-arm-smm]
  628     2 root         21:15:24 [irq/108-arm-smm]
  629     2 root         21:15:24 [irq/109-arm-smm]
  630     2 root         21:15:24 [cam-cpas]
  631     2 root         21:15:24 [qcom,cam_virtua]
  632     2 root         21:15:24 [qcom,cam-cpas-c]
  633     2 root         21:15:24 [qcom,cam-cpas-c]
  634     2 root         21:15:24 [qcom,cam-cpas-c]
  635     2 root         21:15:24 [qcom,cam-cpas-c]
  636     2 root         21:15:24 [qcom,cam-ife-cd]
  637     2 root         21:15:24 [qcom,cam-ife-cd]
  638     2 root         21:15:24 [qcom,cam-ife-cd]
  639     2 root         21:15:24 [qcom,cam-ife-cd]
  640     2 root         21:15:24 [qcom,cam-ife-cd]
  641     2 root         21:15:24 [qcom,cam-ife-cd]
  642     2 root         21:15:24 [qcom,cam-ife-cd]
  643     2 root         21:15:24 [qcom,cam-ife-cd]
  644     2 root         21:15:24 [qcom,cam-ife-cd]
  645     2 root         21:15:24 [qcom,cam-ife-cd]
  646     2 root         21:15:24 [qcom,cam-ife-cd]
  647     2 root         21:15:24 [qcom,cam-ife-cd]
  648     2 root         21:15:24 [cam_cci_wq]
  649     2 root         21:15:24 [cam_cci_wq]
  650     2 root         21:15:24 [cam_cci_wq]
  651     2 root         21:15:24 [cam_cci_wq]
  652     2 root         21:15:24 [kworker/0:3]
  657     2 root         21:15:28 [ipa_interrupt_w]
  658     2 root         21:15:28 [ipawq36]
  659     2 root         21:15:28 [iparepwq36]
  660     2 root         21:15:28 [ipawq33]
  661     2 root         21:15:28 [iparepwq33]
  662     2 root         21:15:28 [ipafreepagewq33]
  663     2 root         21:15:28 [ipawq32]
  664     2 root         21:15:28 [iparepwq32]
  665     2 root         21:15:28 [ipa_uc_holb_wq]
  666     2 root         21:15:28 [clnt_req]
  668     2 root         21:15:28 [irq/339-fts]
  669     2 root         21:15:28 [kworker/4:3-events]
  671     1 prng_seeder  21:15:28 prng_seeder
  686     1 logd         21:15:29 logd
  687     1 lmkd         21:15:29 lmkd
  688     1 system       21:15:29 servicemanager
  689     1 system       21:15:29 hwservicemanager
  690     1 system       21:15:29 vndservicemanager
  691     2 root         21:15:29 [psimon]
  700     1 system       21:15:29 android.hardware.keymaster@4.1-service-qti
  701     1 system       21:15:29 qseecomd
  702     1 system       21:15:29 vendor.qti.hardware.qseecom@1.0-service
  703     1 root         21:15:29 vold
  705     2 root         21:15:29 [jbd2/sda21-8]
  706     2 root         21:15:29 [ext4-rsv-conver]
  711     2 root         21:15:29 [jbd2/sde10-8]
  712     2 root         21:15:29 [ext4-rsv-conver]
  719     2 root         21:15:29 [kdmflush]
  728     1 system       21:15:29 android.system.suspend-service
  729     1 keystore     21:15:29 keystore2
  730     1 system       21:15:29 android.hardware.atrace@1.0-service
  732     2 root         21:15:29 [kworker/6:2-events]
  734     1 root         21:15:29 android.hardware.boot-service.qti
  736     1 system       21:15:29 android.hardware.gatekeeper@1.0-service-qti
  737     1 nfc          21:15:29 android.hardware.nfc-service.nxp
  738     1 system       21:15:29 sscrpcd
  757     2 root         21:15:30 [f2fs_flush-253:]
  758     2 root         21:15:30 [f2fs_discard-25]
  759     2 root         21:15:30 [f2fs_gc-253:41]
  760     1 root         21:15:30 android.hardware.power-service.lineage-libperfmgr
  761     1 system       21:15:30 keymasterd
  772     1 tombstoned   21:15:30 tombstoned
  774     2 root         21:15:30 [kworker/5:3-events]
  826     2 root         21:15:30 [loop4]
  830     2 root         21:15:30 [loop5]
  847     2 root         21:15:30 [loop6]
  856     2 root         21:15:30 [loop7]
  857     2 root         21:15:30 [loop8]
  858     2 root         21:15:30 [loop9]
  859     2 root         21:15:30 [loop10]
  860     2 root         21:15:30 [loop11]
  861     2 root         21:15:30 [loop12]
  862     2 root         21:15:30 [loop13]
  863     2 root         21:15:30 [loop14]
  864     2 root         21:15:30 [loop15]
  865     2 root         21:15:30 [loop16]
  866     2 root         21:15:30 [loop17]
  867     2 root         21:15:30 [loop18]
  868     2 root         21:15:30 [loop19]
  869     2 root         21:15:30 [loop20]
  870     2 root         21:15:30 [loop21]
  871     2 root         21:15:30 [loop22]
  872     2 root         21:15:30 [loop23]
  873     2 root         21:15:30 [loop24]
  874     2 root         21:15:30 [loop25]
  875     2 root         21:15:30 [loop26]
  876     2 root         21:15:30 [loop27]
  877     2 root         21:15:30 [loop28]
  878     2 root         21:15:30 [loop29]
  879     2 root         21:15:30 [loop30]
  880     2 root         21:15:30 [loop31]
  881     2 root         21:15:30 [loop32]
  882     2 root         21:15:30 [loop33]
  883     2 root         21:15:30 [loop34]
  884     2 root         21:15:30 [loop35]
  885     2 root         21:15:30 [loop36]
  886     2 root         21:15:30 [loop37]
  887     2 root         21:15:30 [loop38]
  888     2 root         21:15:30 [loop39]
  889     2 root         21:15:30 [kverityd]
  890     2 root         21:15:30 [kverityd]
  891     2 root         21:15:30 [ext4-rsv-conver]
  892     2 root         21:15:30 [ext4-rsv-conver]
  893     2 root         21:15:30 [kverityd]
  894     2 root         21:15:30 [kverityd]
  895     2 root         21:15:30 [kverityd]
  896     2 root         21:15:30 [kverityd]
  897     2 root         21:15:30 [ext4-rsv-conver]
  898     2 root         21:15:30 [ext4-rsv-conver]
  899     2 root         21:15:30 [ext4-rsv-conver]
  900     2 root         21:15:30 [ext4-rsv-conver]
  901     2 root         21:15:30 [ext4-rsv-conver]
  902     2 root         21:15:30 [ext4-rsv-conver]
  903     2 root         21:15:30 [kverityd]
  904     2 root         21:15:30 [kverityd]
  905     2 root         21:15:30 [kverityd]
  906     2 root         21:15:30 [kverityd]
  907     2 root         21:15:30 [kverityd]
  908     2 root         21:15:30 [kverityd]
  909     2 root         21:15:30 [kverityd]
  910     2 root         21:15:30 [kverityd]
  911     2 root         21:15:30 [kverityd]
  912     2 root         21:15:30 [kverityd]
  913     2 root         21:15:30 [kverityd]
  914     2 root         21:15:30 [kverityd]
  915     2 root         21:15:30 [kverityd]
  916     2 root         21:15:30 [kverityd]
  917     2 root         21:15:30 [kverityd]
  918     2 root         21:15:30 [kverityd]
  919     2 root         21:15:30 [kverityd]
  920     2 root         21:15:30 [ext4-rsv-conver]
  921     2 root         21:15:30 [kverityd]
  922     2 root         21:15:30 [kverityd]
  923     2 root         21:15:30 [ext4-rsv-conver]
  924     2 root         21:15:30 [ext4-rsv-conver]
  925     2 root         21:15:30 [ext4-rsv-conver]
  926     2 root         21:15:30 [ext4-rsv-conver]
  927     2 root         21:15:30 [kverityd]
  928     2 root         21:15:30 [ext4-rsv-conver]
  929     2 root         21:15:30 [ext4-rsv-conver]
  930     2 root         21:15:30 [ext4-rsv-conver]
  931     2 root         21:15:30 [ext4-rsv-conver]
  932     2 root         21:15:30 [ext4-rsv-conver]
  933     2 root         21:15:30 [ext4-rsv-conver]
  934     2 root         21:15:30 [ext4-rsv-conver]
  935     2 root         21:15:30 [ext4-rsv-conver]
  936     2 root         21:15:30 [ext4-rsv-conver]
  937     2 root         21:15:30 [ext4-rsv-conver]
  938     2 root         21:15:30 [ext4-rsv-conver]
  939     2 root         21:15:30 [ext4-rsv-conver]
  940     2 root         21:15:30 [ext4-rsv-conver]
  941     2 root         21:15:30 [ext4-rsv-conver]
  942     2 root         21:15:30 [ext4-rsv-conver]
  943     2 root         21:15:30 [ext4-rsv-conver]
  944     2 root         21:15:30 [ext4-rsv-conver]
  945     2 root         21:15:30 [ext4-rsv-conver]
  946     2 root         21:15:30 [ext4-rsv-conver]
  947     2 root         21:15:30 [ext4-rsv-conver]
  948     2 root         21:15:30 [ext4-rsv-conver]
  949     2 root         21:15:30 [ext4-rsv-conver]
  950     2 root         21:15:30 [ext4-rsv-conver]
  958     1 root         21:15:30 netd
  961   958 root         21:15:31 iptables-restore
  962   958 root         21:15:31 ip6tables-restore
  982     2 root         21:15:31 [kworker/6:2H-kblockd]
 1001     1 root         21:15:31 zygisk-ptrace64
 1076     1 system       21:15:31 time_daemon
 1077     1 radio        21:15:31 ipacm
 1079     1 root         21:15:31 zygote64
 1081     1 root         21:15:31 zygote
 1083     2 root         21:15:31 [at_usb0]
 1092     2 root         21:15:31 [at_usb1]
 1093  1001 root         21:15:31 zygiskd64
 1099     2 root         21:15:31 [at_usb2]
 1100     2 root         21:15:31 [rmnet_ctrl]
 1101     2 root         21:15:31 [dpl_ctrl]
 1102     2 root         21:15:31 [qdss]
 1104     2 root         21:15:31 [qdss_mdm]
 1105     2 root         21:15:31 [qdss_sw]
 1107  1001 root         21:15:31 zygiskd32
 1133     2 root         21:15:32 [kworker/u17:5-pil_workqueue]
 1134     2 root         21:15:32 [kworker/u17:6-kgsl-events]
 1135     2 root         21:15:32 [kworker/u17:7-pil_workqueue]
 1136     2 root         21:15:32 [kworker/u17:8-hal_register_write_wq]
 1137     2 root         21:15:32 [kworker/u17:9-dwc_wq]
 1138     2 root         21:15:32 [kworker/u17:10-pil_workqueue]
 1139     2 root         21:15:32 [kworker/u17:11-pil_workqueue]
 1140     2 root         21:15:32 [kworker/u17:12-pil_workqueue]
 1141     2 root         21:15:32 [kworker/u17:13-kgsl-events]
 1142     2 root         21:15:32 [kworker/u17:14-pil_workqueue]
 1143     2 root         21:15:32 [kworker/u17:15-pil_workqueue]
 1144     2 root         21:15:32 [kworker/u17:16-pil_workqueue]
 1145     2 root         21:15:32 [kworker/u17:17-qmi_msg_handler]
 1146     2 root         21:15:32 [kworker/u17:18-qmi_msg_handler]
 1147     2 root         21:15:32 [kworker/u17:19-pil_workqueue]
 1148     2 root         21:15:32 [kworker/u17:20-pil_workqueue]
 1149     2 root         21:15:32 [kworker/u17:21-pil_workqueue]
 1150     2 root         21:15:32 [kworker/u17:22-pil_workqueue]
 1151     2 root         21:15:32 [kworker/u17:23-pil_workqueue]
 1152     2 root         21:15:32 [kworker/u17:24-pil_workqueue]
 1153     2 root         21:15:32 [kworker/u17:25-pil_workqueue]
 1156     2 root         21:15:32 [kworker/u17:26-pil_workqueue]
 1157     2 root         21:15:32 [kworker/u17:27-qmi_msg_handler]
 1158     2 root         21:15:32 [kworker/u17:28-pil_workqueue]
 1159     2 root         21:15:32 [kworker/u17:29-pil_workqueue]
 1160     2 root         21:15:32 [kworker/u17:30-pil_workqueue]
 1161     2 root         21:15:32 [kworker/u17:31-pil_workqueue]
 1163     2 root         21:15:32 [kworker/u17:32-pil_workqueue]
 1164     2 root         21:15:32 [kworker/u17:33-pil_workqueue]
