  PID  PPID USER         STIME NAME                       
    1     0 root         21:10:50 init
    2     0 root         21:10:50 [kthreadd]
    3     2 root         21:10:50 [rcu_gp]
    4     2 root         21:10:50 [rcu_par_gp]
    5     2 root         21:10:50 [kworker/0:0-events]
    6     2 root         21:10:50 [kworker/0:0H-events_highpri]
    7     2 root         21:10:50 [kworker/u16:0-kverityd]
    8     2 root         21:10:50 [mm_percpu_wq]
    9     2 root         21:10:50 [ksoftirqd/0]
   10     2 root         21:10:50 [rcu_preempt]
   11     2 root         21:10:50 [rcuog/0]
   12     2 root         21:10:50 [rcuop/0]
   13     2 root         21:10:50 [migration/0]
   14     2 root         21:10:50 [cpuhp/0]
   15     2 root         21:10:50 [kworker/0:1-mm_percpu_wq]
   16     2 root         21:10:50 [cpuhp/1]
   17     2 root         21:10:50 [migration/1]
   18     2 root         21:10:50 [ksoftirqd/1]
   19     2 root         21:10:50 [kworker/1:0-events]
   20     2 root         21:10:50 [kworker/1:0H-events_highpri]
   21     2 root         21:10:50 [rcuop/1]
   22     2 root         21:10:50 [cpuhp/2]
   23     2 root         21:10:50 [migration/2]
   24     2 root         21:10:50 [ksoftirqd/2]
   25     2 root         21:10:50 [kworker/2:0-events]
   26     2 root         21:10:50 [kworker/2:0H-events_highpri]
   27     2 root         21:10:50 [rcuop/2]
   28     2 root         21:10:50 [cpuhp/3]
   29     2 root         21:10:50 [migration/3]
   30     2 root         21:10:50 [ksoftirqd/3]
   31     2 root         21:10:50 [kworker/3:0-events]
   32     2 root         21:10:50 [kworker/3:0H-events_highpri]
   33     2 root         21:10:50 [rcuop/3]
   34     2 root         21:10:50 [cpuhp/4]
   35     2 root         21:10:50 [migration/4]
   36     2 root         21:10:50 [ksoftirqd/4]
   37     2 root         21:10:50 [kworker/4:0-events]
   38     2 root         21:10:50 [kworker/4:0H-kblockd]
   39     2 root         21:10:50 [rcuog/4]
   40     2 root         21:10:50 [rcuop/4]
   41     2 root         21:10:50 [cpuhp/5]
   42     2 root         21:10:50 [migration/5]
   43     2 root         21:10:50 [ksoftirqd/5]
   44     2 root         21:10:50 [kworker/5:0-cgroup_free]
   45     2 root         21:10:50 [kworker/5:0H-kblockd]
   46     2 root         21:10:50 [rcuop/5]
   47     2 root         21:10:50 [cpuhp/6]
   48     2 root         21:10:50 [migration/6]
   49     2 root         21:10:50 [ksoftirqd/6]
   50     2 root         21:10:50 [kworker/6:0-cgroup_offline]
   51     2 root         21:10:50 [kworker/6:0H-kblockd]
   52     2 root         21:10:50 [rcuop/6]
   53     2 root         21:10:50 [cpuhp/7]
   54     2 root         21:10:50 [migration/7]
   55     2 root         21:10:50 [ksoftirqd/7]
   56     2 root         21:10:50 [kworker/7:0-events]
   57     2 root         21:10:50 [kworker/7:0H-kblockd]
   58     2 root         21:10:50 [rcuop/7]
   59     2 root         21:10:50 [netns]
   60     2 root         21:10:50 [rcu_tasks_kthre]
   61     2 root         21:10:50 [rcu_tasks_trace]
   62     2 root         21:10:50 [kworker/4:1-events]
   63     2 root         21:10:50 [kworker/6:1-events]
   64     2 root         21:10:50 [kworker/5:1-events]
   65     2 root         21:10:50 [kworker/1:1-events]
   66     2 root         21:10:50 [kauditd]
   67     2 root         21:10:50 [qrtr_ns]
   68     2 root         21:10:50 [kworker/u16:1+memlat_wq]
   69     2 root         21:10:50 [kworker/u17:0-pil_workqueue]
   70     2 root         21:10:50 [kworker/7:1-events]
   71     2 root         21:10:50 [kworker/2:1-events]
   72     2 root         21:10:50 [qmp_aop]
   73     2 root         21:10:50 [hh-watchdog]
   74     2 root         21:10:50 [oom_reaper]
   75     2 root         21:10:50 [writeback]
   76     2 root         21:10:50 [kcompactd0]
   93     2 root         21:10:50 [cryptd]
  125     2 root         21:10:50 [kblockd]
  126     2 root         21:10:50 [blk_crypto_wq]
  127     2 root         21:10:50 [blkcg_punt_bio]
  128     2 root         21:10:50 [irq/41-arm-smmu]
  129     2 root         21:10:50 [irq/42-arm-smmu]
  130     2 root         21:10:50 [governor_msm_ad]
  131     2 root         21:10:50 [irq/26-tsens-up]
  132     2 root         21:10:50 [irq/27-tsens-cr]
  133     2 root         21:10:50 [irq/29-tsens-up]
  134     2 root         21:10:50 [irq/30-tsens-cr]
  135     2 root         21:10:50 [irq/15-dcvsh-ir]
  136     2 root         21:10:50 [irq/16-dcvsh-ir]
  137     2 root         21:10:50 [irq/17-dcvsh-ir]
  138     2 root         21:10:50 [core_ctl/0]
  139     2 root         21:10:50 [kworker/7:2-mm_percpu_wq]
  140     2 root         21:10:50 [core_ctl/4]
  141     2 root         21:10:50 [kworker/7:3-events]
  142     2 root         21:10:50 [core_ctl/7]
  143     2 root         21:10:50 [kworker/7:4-mm_percpu_wq]
  144     2 root         21:10:50 [ion_system_heap]
  145     2 root         21:10:50 [devfreq_wq]
  146     2 root         21:10:50 [ipa_usb_wq]
  147     2 root         21:10:50 [mpcie_wq]
  148     2 root         21:10:50 [watchdogd]
  149     2 root         21:10:50 [ion-pool-uncach]
  150     2 root         21:10:50 [ion-pool-cached]
  151     2 root         21:10:50 [system]
  152     2 root         21:10:50 [cfg80211]
  153     2 root         21:10:50 [kworker/3:1-events]
  183     2 root         21:10:51 [kswapd0:0]
  184     2 root         21:10:51 [erofs_worker/0]
  185     2 root         21:10:51 [erofs_worker/1]
  186     2 root         21:10:51 [erofs_worker/2]
  187     2 root         21:10:51 [erofs_worker/3]
  188     2 root         21:10:51 [erofs_worker/4]
  189     2 root         21:10:51 [erofs_worker/5]
  190     2 root         21:10:51 [erofs_worker/6]
  191     2 root         21:10:51 [erofs_worker/7]
  193     2 root         21:10:51 [irq/299-smp2p]
  194     2 root         21:10:51 [irq/300-smp2p]
  195     2 root         21:10:51 [irq/301-smp2p]
  196     2 root         21:10:51 [irq/302-smp2p]
  198     2 root         21:10:51 [pmic_glink_rx]
  199     2 root         21:10:51 [pmic_glink_rx]
  200     2 root         21:10:51 [kworker/u17:1-pil_workqueue]
  201     2 root         21:10:51 [cdsprm-wq]
  202     2 root         21:10:51 [cdsprm-wq-delay]
  203     2 root         21:10:51 [hyp_core_ctl]
  205     2 root         21:10:51 [kgsl-workqueue]
  206     2 root         21:10:51 [kgsl-mementry]
  207     2 root         21:10:51 [kgsl_worker_thr]
  208     2 root         21:10:51 [qseecom-unreg-l]
  209     2 root         21:10:51 [qseecom-unload-]
  210     2 root         21:10:51 [uas]
  211     2 root         21:10:51 [k_ipa_usb]
  212     2 root         21:10:51 [irq/283-qcom,te]
  213     2 root         21:10:51 [kworker/0:1H-kblockd]
  214     2 root         21:10:51 [kworker/1:1H-kblockd]
  215     2 root         21:10:51 [kworker/2:1H-kblockd]
  216     2 root         21:10:51 [kworker/3:1H-kblockd]
  217     2 root         21:10:51 [kworker/4:1H-kblockd]
  218     2 root         21:10:51 [kworker/5:1H-kblockd]
  219     2 root         21:10:51 [kworker/6:1H-kblockd]
  220     2 root         21:10:51 [kworker/7:1H-kblockd]
  221     2 root         21:10:51 [irq/284-bcl-lvl]
  222     2 root         21:10:51 [irq/285-bcl-lvl]
  223     2 root         21:10:51 [irq/286-bcl-lvl]
  224     2 root         21:10:51 [irq/291-bcl-lvl]
  225     2 root         21:10:51 [irq/292-bcl-lvl]
  226     2 root         21:10:51 [irq/293-bcl-lvl]
  227     2 root         21:10:51 [irq/243-637000.]
  228     2 root         21:10:51 [irq/244-635000.]
  229     2 root         21:10:51 [dm_bufio_cache]
  230     2 root         21:10:51 [qcrypto_seq_res]
  231     2 root         21:10:51 [hh_rm_recv_task]
  232     2 root         21:10:51 [memlat_wq]
  233     2 root         21:10:51 [irq/305-soc:ext]
  234     2 root         21:10:51 [ipv6_addrconf]
  235     2 root         21:10:51 [krfcommd]
  236     2 root         21:10:51 [soc:qcom,svm_ne]
  237     2 root         21:10:51 [rq_stats]
  238     2 root         21:10:51 [msm_perf:events]
  239     2 root         21:10:51 [khvcd]
  240     2 root         21:10:51 [kworker/u16:2-adb]
  241     2 root         21:10:51 [ipa_power_mgmt]
  242     2 root         21:10:51 [transport_power]
  243     2 root         21:10:51 [ipa_pm_activate]
  244     2 root         21:10:51 [rmnet_ctlwq]
  245     2 root         21:10:51 [hwrng]
  246     2 root         21:10:51 [irq/53-arm-smmu]
  247     2 root         21:10:51 [irq/54-arm-smmu]
  248     2 root         21:10:51 [irq/60-arm-smmu]
  249     2 root         21:10:51 [usb_bam_wq]
  250     2 root         21:10:51 [irq/152-pwr_eve]
  251     2 root         21:10:51 [irq/151-dp_hs_p]
  252     2 root         21:10:51 [irq/154-dm_hs_p]
  253     2 root         21:10:51 [irq/153-ss_phy_]
  254     2 root         21:10:51 [msm_vidc_worker]
  255     2 root         21:10:51 [pm_workerq_venu]
  256     2 root         21:10:51 [vidc_core_workq]
  257     2 root         21:10:51 [irq/62-arm-smmu]
  258     2 root         21:10:51 [irq/63-arm-smmu]
  259     2 root         21:10:51 [irq/64-arm-smmu]
  260     2 root         21:10:51 [irq/65-arm-smmu]
  261     2 root         21:10:51 [irq/43-arm-smmu]
  262     2 root         21:10:51 [kgsl-events]
  263     2 root         21:10:51 [irq/44-arm-smmu]
  264     2 root         21:10:51 [irq/45-arm-smmu]
  265     2 root         21:10:51 [irq/46-arm-smmu]
  266     2 root         21:10:51 [kgsl_devfreq_wq]
  267     2 root         21:10:51 [msm_cvp_workerq]
  268     2 root         21:10:51 [pm_workerq_iris]
  269     2 root         21:10:51 [irq/66-arm-smmu]
  270     2 root         21:10:51 [irq/67-arm-smmu]
  271     2 root         21:10:51 [irq/68-arm-smmu]
  272     2 root         21:10:51 [cvp-dsp-thread]
  273     2 root         21:10:51 [irq/69-arm-smmu]
  274     2 root         21:10:51 [irq/70-arm-smmu]
  275     2 root         21:10:51 [irq/71-arm-smmu]
  276     2 root         21:10:51 [mem_buf_rcvr]
  277     2 root         21:10:51 [irq/72-arm-smmu]
  278     2 root         21:10:51 [irq/73-arm-smmu]
  279     2 root         21:10:51 [irq/74-arm-smmu]
  280     2 root         21:10:51 [irq/75-arm-smmu]
  281     2 root         21:10:51 [irq/76-arm-smmu]
  282     2 root         21:10:51 [irq/77-arm-smmu]
  283     2 root         21:10:51 [irq/78-arm-smmu]
  284     2 root         21:10:51 [irq/79-arm-smmu]
  285     2 root         21:10:51 [irq/80-arm-smmu]
  286     2 root         21:10:51 [irq/81-arm-smmu]
  287     2 root         21:10:51 [irq/82-arm-smmu]
  288     2 root         21:10:51 [irq/83-arm-smmu]
  289     2 root         21:10:51 [irq/84-arm-smmu]
  290     2 root         21:10:51 [irq/85-arm-smmu]
  291     2 root         21:10:51 [irq/86-arm-smmu]
  292     2 root         21:10:51 [irq/87-arm-smmu]
  293     2 root         21:10:51 [irq/88-arm-smmu]
  294     2 root         21:10:51 [irq/89-arm-smmu]
  295     2 root         21:10:51 [irq/90-arm-smmu]
  296     2 root         21:10:51 [irq/282-qcom,te]
  297     2 root         21:10:51 [irq/290-qcom,te]
  298     2 root         21:10:51 [irq/297-qcom,te]
  299     2 root         21:10:51 [irq/280-thresho]
  300     2 root         21:10:51 [irq/91-arm-smmu]
  301     2 root         21:10:51 [irq/92-arm-smmu]
  302     2 root         21:10:51 [irq/93-arm-smmu]
  303     2 root         21:10:51 [irq/61-arm-smmu]
  324     2 root         21:10:51 [uaudio_svc]
  325     2 root         21:10:51 [irq/94-arm-smmu]
  326     2 root         21:10:51 [irq/95-arm-smmu]
  327     2 root         21:10:51 [irq/96-arm-smmu]
  328     2 root         21:10:51 [irq/97-arm-smmu]
  329     2 root         21:10:51 [irq/55-arm-smmu]
  330     2 root         21:10:51 [scsi_eh_0]
  331     2 root         21:10:51 [scsi_tmf_0]
  332     2 root         21:10:51 [qc_ufs_qos_swq]
  333     2 root         21:10:51 [ufs_eh_wq_0]
  334     2 root         21:10:51 [ufs_clk_gating_]
  335     2 root         21:10:51 [ufs_clkscaling_]
  336     2 root         21:10:51 [irq/202-int_glo]
  337     2 root         21:10:51 [spi0]
  338     2 root         21:10:51 [kworker/u16:3-adb]
  339     2 root         21:10:51 [irq/327-aw8697]
  340     2 root         21:10:51 [aw8976_vibrator]
  341     2 root         21:10:51 [kworker/u16:4-qc_ufs_qos_swq]
  342     2 root         21:10:51 [kworker/u16:5-kverityd]
  343     2 root         21:10:51 [kworker/u16:6-kverityd]
  344     2 root         21:10:51 [kworker/u16:7-kverityd]
  345     2 root         21:10:51 [kworker/u16:8-ufs_clkscaling_0]
  346     2 root         21:10:51 [spi1]
  347     2 root         21:10:51 [spi2]
  348     2 root         21:10:51 [irq/98-arm-smmu]
  349     2 root         21:10:51 [irq/99-arm-smmu]
  350     2 root         21:10:51 [irq/100-arm-smm]
  351     2 root         21:10:51 [irq/101-arm-smm]
  357     2 root         21:10:51 [kworker/6:2-cgroup_offline]
  361     2 root         21:10:51 [jbd2/sda17-8]
  362     2 root         21:10:51 [ext4-rsv-conver]
  363     2 root         21:10:51 [kdmflush]
